0.00758161	0.00449688	-0.00352055	0.01033209	9.86E-03
-0.00718127	-0.00305846	0.00692373	0.00841159	3.20E-03
-0.01380871	0.01109408	-0.01345959	-0.01118821	-3.93E-04
-0.0050766	0.0048728	-0.01396778	0.00910635	1.51E-02
0.00083878	-0.00303851	-0.01252307	0.02463494	-1.87E-02
-0.00885339	-0.01457317	0.01192995	0.01305476	-8.56E-03
0.00612328	-0.00920524	-0.00857846	-0.00507849	7.39E-03
-0.00162614	0.00682665	0.0024598	0.00640165	9.22E-03
0.00267746	-0.00355473	0.01184894	-0.02094903	-8.89E-03
-0.01412652	0.00392739	-0.01667617	-0.015359	-5.47E-03
-0.00444241	-0.00381076	0.00321902	-0.0213294	5.61E-03
-0.01262502	-0.01706382	0.00142588	-0.01221419	8.17E-03
0.01503296	-0.00160255	0.00887803	-0.00051094	-2.35E-03
0.00611024	-0.01616971	0.01384392	-0.00626954	1.44E-02
-0.00463391	0.00616263	-0.02063531	0.00908538	-5.47E-03
-0.00261344	0.02406587	0.00418131	-0.01770139	1.25E-03
0.01870757	0.00315202	-0.01678002	0.00127112	-6.28E-03
0.00676205	0.0126079	0.02865602	0.00202536	-2.51E-03
-0.00388811	0.00331003	-0.00675515	0.00219387	4.06E-04
-0.01040696	-0.01300221	-0.01213975	-0.00141953	4.97E-03
-0.02424537	0.00552774	-0.01723544	0.00471259	7.19E-03
0.0045524	-0.0076456	-0.00011559	-0.01121632	-5.12E-03
-0.00419912	-0.01603076	-0.01283446	0.0023489	2.79E-03
0.02008749	0.00282604	0.00660915	0.00266071	2.33E-02
0.00638931	0.00188426	-0.00115704	0.00122121	1.73E-02
-0.00314666	-0.01105255	0.00300711	-0.00033959	-1.36E-03
-0.00053151	-0.00025625	-0.00961867	-0.00411912	9.41E-03
-0.00108131	-0.0146177	0.00678842	0.00239608	1.78E-02
-0.00894237	0.02306931	0.00410665	0.00445039	2.07E-02
-0.00272002	0.00101411	0.00769163	0.00145614	1.17E-02
0.01174416	-0.0058878	-0.01860349	0.00178377	6.45E-04
-0.00515211	-0.00048229	-0.00260268	-0.00879563	3.35E-03
-0.01505209	0.00760493	-0.00655481	0.00082918	-2.76E-03
-0.01397262	0.00712606	0.00815129	0.00222071	-9.04E-03
-0.0005116	-0.01128883	-0.01104477	-0.0025986	7.38E-04
-0.00041239	0.00388762	-0.00025844	0.01297092	1.71E-02
-0.00235441	-0.00217583	-0.00684695	-0.01650746	-4.95E-05
-0.01275677	0.01492403	0.00743029	0.0061151	-4.58E-03
0.0017745	-0.00120389	0.00092774	-0.00325315	8.94E-03
-0.00198849	-0.00400851	-0.01810833	0.00111703	-1.56E-02
0.0086982	-0.00499887	0.01464235	0.00747927	1.20E-02
0.00415062	-0.00909268	0.02109737	0.00457175	-1.36E-02
-0.01186789	-0.01434845	0.00511302	0.00100762	2.15E-03
-0.01266621	-0.01246406	0.0092147	0.01438354	6.04E-03
0.01586552	0.00490583	-0.00796112	-0.01400189	-4.83E-03
0.00061099	-0.00458488	0.00155784	-0.0195472	4.26E-03
-0.00177095	-0.01762442	0.0162649	-0.00758857	3.58E-03
-0.00585432	-0.01284876	0.01683975	0.00119426	2.10E-02
-0.00438535	0.00186923	-0.00101778	0.0073641	-2.79E-03
0.00017596	0.01668062	-0.00027	-0.00665871	-1.62E-02
0.01331462	0.01485734	-0.00556097	-0.00052111	-2.70E-03
0.01584075	-0.01309282	-0.00334942	0.00142015	1.00E-02
-0.00323664	-0.00400138	0.00430564	-0.01200824	7.01E-03
0.02341122	-0.00690262	-0.00314852	-0.00014129	1.72E-03
-0.00613557	-0.00285184	0.00532333	0.00172282	-1.77E-03
0.00924924	0.0056117	0.00480864	0.01018502	7.79E-03
-0.00223781	-0.00222448	0.0063667	0.00362555	8.64E-03
0.00891121	0.0010259	0.01190873	-0.00219281	-1.00E-02
0.00145156	-0.01363247	0.01218377	0.00685341	6.32E-03
0.00244815	-0.00550503	-0.00087177	0.01010966	-7.64E-03
0.00377613	0.00941857	0.00133171	0.00072039	3.08E-03
0.02029699	0.00416713	0.00053264	-0.00531772	-3.29E-03
0.00632408	0.01558805	-0.01294479	-0.00260489	3.95E-03
0.00358943	-0.00462428	-0.00627096	-0.00217431	8.78E-03
